document_number,fiscal_year,fiscal_period,company_code,company_name,profit_center,profit_center_description,customer_id,product_id,revenue,cost,currency,source_updated_at
DOC0000000855,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000324,MAT00021,54362.26,43328.17,ARS,2027-05-05T14:15:00Z
DOC0000000856,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000328,MAT00084,37268.91,28020.85,UYU,2027-05-06T14:16:00Z
DOC0000000857,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000366,MAT00118,60888.75,37671.95,UYU,2027-05-07T14:17:00Z
DOC0000000858,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000446,MAT00050,51365.66,37234.96,ARS,2027-05-08T14:18:00Z
DOC0000000859,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000135,MAT00054,20295.17,16976.55,ARS,2027-05-09T14:19:00Z
DOC0000000860,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000337,MAT00114,72589.31,56901.66,ARS,2027-05-10T14:20:00Z
DOC0000000861,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000245,MAT00030,37848.52,33289.72,ARS,2027-05-11T14:21:00Z
DOC0000000862,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000233,MAT00068,70327.01,58693.63,UYU,2027-05-12T14:22:00Z
DOC0000000863,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000336,MAT00084,16618.08,9713.10,ARS,2027-05-13T14:23:00Z
DOC0000000864,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000072,MAT00069,66034.08,43783.43,ARS,2027-05-14T14:24:00Z
DOC0000000865,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000492,MAT00066,14477.21,10415.56,UYU,2027-05-15T14:25:00Z
DOC0000000866,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000459,MAT00023,62254.23,45321.25,ARS,2027-05-16T14:26:00Z
DOC0000000867,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000236,MAT00035,20586.22,11995.36,UYU,2027-05-17T14:27:00Z
DOC0000000868,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000496,MAT00067,72656.69,50578.56,UYU,2027-05-18T14:28:00Z
DOC0000000869,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000005,MAT00048,8671.50,5837.58,UYU,2027-05-19T14:29:00Z
DOC0000000870,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000350,MAT00058,25139.33,19612.11,UYU,2027-05-20T14:30:00Z
DOC0000000871,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000305,MAT00067,63611.45,48099.35,ARS,2027-05-21T14:31:00Z
DOC0000000872,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000398,MAT00107,43832.25,33895.45,ARS,2027-05-22T14:32:00Z
DOC0000000873,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000389,MAT00027,24077.39,18388.72,ARS,2027-05-23T14:33:00Z
DOC0000000874,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000121,MAT00052,22965.31,14222.89,UYU,2027-05-24T14:34:00Z
DOC0000000875,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000192,MAT00058,34454.51,30047.00,ARS,2027-05-25T14:35:00Z
DOC0000000876,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000244,MAT00113,35332.09,20623.03,ARS,2027-05-26T14:36:00Z
DOC0000000877,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000013,MAT00005,51148.27,29813.91,ARS,2027-05-27T14:37:00Z
DOC0000000878,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000095,MAT00032,51992.58,42989.78,UYU,2027-05-28T14:38:00Z
DOC0000000879,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000200,MAT00088,58923.70,38421.92,ARS,2027-05-29T14:39:00Z
DOC0000000880,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000117,MAT00084,4152.98,2487.73,ARS,2027-05-30T14:40:00Z
DOC0000000881,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000264,MAT00063,20125.76,17198.93,ARS,2027-05-31T14:41:00Z
DOC0000000882,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000466,MAT00003,10123.58,7725.37,ARS,2027-06-01T14:42:00Z
DOC0000000883,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000287,MAT00022,30221.45,21639.88,ARS,2027-06-02T14:43:00Z
DOC0000000884,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000216,MAT00028,48207.28,40916.86,UYU,2027-06-03T14:44:00Z
DOC0000000885,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000193,MAT00104,19675.57,13707.17,ARS,2027-06-04T14:45:00Z
DOC0000000886,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000004,MAT00020,73818.33,50297.54,ARS,2027-06-05T14:46:00Z
DOC0000000887,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000201,MAT00103,27151.38,18721.81,ARS,2027-06-06T14:47:00Z
DOC0000000888,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000468,MAT00093,38273.20,26798.95,UYU,2027-06-07T14:48:00Z
DOC0000000889,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000290,MAT00097,30498.73,22483.20,UYU,2027-06-08T14:49:00Z
DOC0000000890,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000268,MAT00115,18123.43,15526.30,ARS,2027-06-09T14:50:00Z
DOC0000000891,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000225,MAT00060,48410.52,40175.62,UYU,2027-06-10T14:51:00Z
DOC0000000892,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000389,MAT00068,27254.95,19599.94,UYU,2027-06-11T14:52:00Z
DOC0000000893,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000444,MAT00036,37623.98,26536.70,ARS,2027-06-12T14:53:00Z
DOC0000000894,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000410,MAT00089,41314.70,34395.54,ARS,2027-06-13T14:54:00Z
DOC0000000895,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000392,MAT00072,3092.77,2521.34,ARS,2027-06-14T14:55:00Z
DOC0000000896,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000387,MAT00088,66755.73,49304.83,UYU,2027-06-15T14:56:00Z
DOC0000000897,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000338,MAT00066,38680.06,33020.33,ARS,2027-06-16T14:57:00Z
DOC0000000898,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000416,MAT00087,28460.34,18352.82,ARS,2027-06-17T14:58:00Z
DOC0000000899,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000401,MAT00120,44403.39,25910.90,ARS,2027-06-18T14:59:00Z
DOC0000000900,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000181,MAT00096,70466.22,56654.69,UYU,2027-06-19T15:00:00Z
DOC0000000901,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000426,MAT00004,67566.64,46393.93,UYU,2027-06-20T15:01:00Z
DOC0000000902,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000054,MAT00064,71621.41,47174.64,UYU,2027-06-21T15:02:00Z
DOC0000000903,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000101,MAT00078,71288.76,41842.18,ARS,2027-06-22T15:03:00Z
DOC0000000904,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000235,MAT00118,37517.04,30098.94,ARS,2027-06-23T15:04:00Z
DOC0000000905,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000059,MAT00072,74990.25,52339.74,ARS,2027-06-24T15:05:00Z
DOC0000000906,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000302,MAT00028,17297.25,13076.75,ARS,2027-06-25T15:06:00Z
DOC0000000907,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000209,MAT00011,46804.39,32751.88,ARS,2027-06-26T15:07:00Z
DOC0000000908,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000207,MAT00014,30295.00,21556.90,UYU,2027-06-27T15:08:00Z
DOC0000000909,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000469,MAT00008,13171.44,8164.66,ARS,2027-06-28T15:09:00Z
DOC0000000910,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000337,MAT00027,62363.80,49785.36,UYU,2027-06-29T15:10:00Z
DOC0000000911,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000067,MAT00015,11324.46,7525.01,UYU,2027-06-30T15:11:00Z
DOC0000000912,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000411,MAT00054,66651.14,40371.25,ARS,2027-07-01T15:12:00Z
DOC0000000913,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000052,MAT00105,72431.50,46500.73,UYU,2027-07-02T15:13:00Z
DOC0000000914,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000237,MAT00017,74586.11,47717.56,ARS,2027-07-03T15:14:00Z
DOC0000000915,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000009,MAT00110,27283.16,23113.60,UYU,2027-07-04T15:15:00Z
DOC0000000916,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000313,MAT00021,59293.72,44292.17,UYU,2027-07-05T15:16:00Z
DOC0000000917,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000347,MAT00004,70870.23,51552.40,UYU,2027-07-06T15:17:00Z
DOC0000000918,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000151,MAT00044,55878.76,33733.28,UYU,2027-07-07T15:18:00Z
DOC0000000919,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000006,MAT00106,9512.24,7865.41,UYU,2027-07-08T15:19:00Z
DOC0000000920,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000089,MAT00005,5686.75,4720.53,ARS,2027-07-09T15:20:00Z
DOC0000000921,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000139,MAT00011,56705.97,48047.37,UYU,2027-07-10T15:21:00Z
DOC0000000922,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000187,MAT00027,23224.05,14069.81,ARS,2027-07-11T15:22:00Z
DOC0000000923,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000462,MAT00051,40116.95,35014.42,UYU,2027-07-12T15:23:00Z
DOC0000000924,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000210,MAT00014,9215.83,7202.23,UYU,2027-07-13T15:24:00Z
DOC0000000925,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000348,MAT00064,56184.68,48284.08,UYU,2027-07-14T15:25:00Z
DOC0000000926,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000044,MAT00103,63142.29,46962.35,ARS,2027-07-15T15:26:00Z
DOC0000000927,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000336,MAT00088,19803.35,13631.99,ARS,2027-07-16T15:27:00Z
DOC0000000928,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000398,MAT00038,38586.79,26655.96,ARS,2027-07-17T15:28:00Z
DOC0000000929,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000481,MAT00076,62045.18,39926.48,ARS,2027-07-18T15:29:00Z
DOC0000000930,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000008,MAT00038,5774.40,4795.00,ARS,2027-07-19T15:30:00Z
DOC0000000931,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000279,MAT00009,45363.39,38488.39,UYU,2027-07-20T15:31:00Z
DOC0000000932,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000126,MAT00091,23254.04,17119.02,ARS,2027-07-21T15:32:00Z
DOC0000000933,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000213,MAT00114,60684.92,46847.78,ARS,2027-07-22T15:33:00Z
DOC0000000934,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000381,MAT00096,21330.04,15209.17,ARS,2027-07-23T15:34:00Z
DOC0000000935,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000250,MAT00030,30229.87,25765.33,UYU,2027-07-24T15:35:00Z
DOC0000000936,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000414,MAT00005,30653.55,26609.84,ARS,2027-07-25T15:36:00Z
DOC0000000937,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000421,MAT00102,54715.10,46634.17,ARS,2027-07-26T15:37:00Z
DOC0000000938,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000173,MAT00109,1184.34,1011.93,ARS,2027-07-27T15:38:00Z
DOC0000000939,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000443,MAT00095,65685.63,50333.47,ARS,2027-07-28T15:39:00Z
DOC0000000940,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000411,MAT00071,47562.82,35704.41,UYU,2027-07-29T15:40:00Z
DOC0000000941,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000327,MAT00075,15211.11,10180.85,ARS,2027-07-30T15:41:00Z
DOC0000000942,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000081,MAT00008,14139.27,8841.68,UYU,2027-07-31T15:42:00Z
DOC0000000943,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000172,MAT00014,46853.89,33554.65,UYU,2027-08-01T15:43:00Z
DOC0000000944,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000312,MAT00083,54868.47,33568.50,ARS,2027-08-02T15:44:00Z
DOC0000000945,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000229,MAT00034,22917.41,19624.30,UYU,2027-08-03T15:45:00Z
DOC0000000946,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000252,MAT00040,8018.57,4744.22,ARS,2027-08-04T15:46:00Z
DOC0000000947,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000416,MAT00025,46006.43,28592.26,ARS,2027-08-05T15:47:00Z
DOC0000000948,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000189,MAT00024,49124.49,39813.99,UYU,2027-08-06T15:48:00Z
DOC0000000949,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000221,MAT00113,67062.20,48716.17,ARS,2027-08-07T15:49:00Z
DOC0000000950,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000389,MAT00091,52706.95,31090.03,ARS,2027-08-08T15:50:00Z
DOC0000000951,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000173,MAT00054,21799.37,16275.69,UYU,2027-08-09T15:51:00Z
DOC0000000952,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000211,MAT00117,63392.30,51204.12,ARS,2027-08-10T15:52:00Z
DOC0000000953,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000459,MAT00043,42731.21,25751.53,ARS,2027-08-11T15:53:00Z
DOC0000000954,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000077,MAT00104,2760.90,2172.78,ARS,2027-08-12T15:54:00Z
DOC0000000955,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000155,MAT00089,28293.71,24056.57,ARS,2027-08-13T15:55:00Z
DOC0000000956,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000133,MAT00113,41386.06,27869.35,UYU,2027-08-14T15:56:00Z
DOC0000000957,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000201,MAT00014,11504.98,6764.72,UYU,2027-08-15T15:57:00Z
DOC0000000958,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000422,MAT00007,48841.82,37481.08,ARS,2027-08-16T15:58:00Z
DOC0000000959,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000056,MAT00055,12419.53,8289.91,ARS,2027-08-17T15:59:00Z
DOC0000000960,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000417,MAT00105,65479.44,44595.32,ARS,2027-08-18T16:00:00Z
DOC0000000961,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000217,MAT00106,9212.01,6510.88,ARS,2027-08-19T16:01:00Z
DOC0000000962,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000288,MAT00111,60591.22,51157.05,ARS,2027-08-20T16:02:00Z
DOC0000000963,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000183,MAT00085,61419.43,38732.58,ARS,2027-08-21T16:03:00Z
DOC0000000964,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000420,MAT00081,57722.90,50753.00,ARS,2027-08-22T16:04:00Z
DOC0000000965,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000314,MAT00059,43946.79,33278.98,ARS,2027-08-23T16:05:00Z
DOC0000000966,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000314,MAT00061,47261.57,35529.12,UYU,2027-08-24T16:06:00Z
DOC0000000967,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000343,MAT00119,51073.14,36644.63,ARS,2027-08-25T16:07:00Z
DOC0000000968,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000255,MAT00015,64507.21,45031.23,ARS,2027-08-26T16:08:00Z
DOC0000000969,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000476,MAT00028,7270.14,6207.42,ARS,2027-08-27T16:09:00Z
DOC0000000970,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000316,MAT00093,52046.38,30216.80,ARS,2027-08-28T16:10:00Z
DOC0000000971,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000332,MAT00086,38241.60,26972.56,UYU,2027-08-29T16:11:00Z
DOC0000000972,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000036,MAT00073,51598.74,45027.58,ARS,2027-08-30T16:12:00Z
DOC0000000973,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000079,MAT00032,48721.43,30714.42,ARS,2027-08-31T16:13:00Z
DOC0000000974,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000392,MAT00010,22384.60,16800.46,ARS,2027-09-01T16:14:00Z
DOC0000000975,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000418,MAT00085,12748.20,9628.13,UYU,2027-09-02T16:15:00Z
DOC0000000976,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000215,MAT00051,11779.98,8512.42,ARS,2027-09-03T16:16:00Z
DOC0000000977,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000341,MAT00063,64326.42,41916.56,ARS,2027-09-04T16:17:00Z
DOC0000000978,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000174,MAT00070,72352.56,61313.40,ARS,2027-09-05T16:18:00Z
DOC0000000979,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000059,MAT00045,65464.51,48511.88,ARS,2027-09-06T16:19:00Z
DOC0000000980,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000434,MAT00051,42899.16,26507.61,UYU,2027-09-07T16:20:00Z
DOC0000000981,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000487,MAT00069,23874.82,18095.04,ARS,2027-09-08T16:21:00Z
DOC0000000982,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000391,MAT00106,53209.53,46335.55,ARS,2027-09-09T16:22:00Z
DOC0000000983,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000132,MAT00069,28122.51,24741.40,ARS,2027-09-10T16:23:00Z
DOC0000000984,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000308,MAT00105,56510.72,34105.96,ARS,2027-09-11T16:24:00Z
DOC0000000985,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000307,MAT00001,59275.09,47796.07,ARS,2027-09-12T16:25:00Z
DOC0000000986,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000417,MAT00095,45070.72,30054.02,ARS,2027-09-13T16:26:00Z
DOC0000000987,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000267,MAT00014,23325.34,19382.12,UYU,2027-09-14T16:27:00Z
DOC0000000988,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000319,MAT00094,22885.05,16378.81,UYU,2027-09-15T16:28:00Z
DOC0000000989,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000428,MAT00090,46902.55,31354.33,ARS,2027-09-16T16:29:00Z
DOC0000000990,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000110,MAT00017,19664.29,12469.26,UYU,2027-09-17T16:30:00Z
DOC0000000991,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000436,MAT00007,18289.67,11249.11,UYU,2027-09-18T16:31:00Z
DOC0000000992,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000363,MAT00020,5434.43,4214.85,ARS,2027-09-19T16:32:00Z
DOC0000000993,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000153,MAT00022,59798.13,50435.43,ARS,2027-09-20T16:33:00Z
DOC0000000994,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000103,MAT00062,74446.64,60064.48,UYU,2027-09-21T16:34:00Z
DOC0000000995,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000409,MAT00051,36222.21,21118.90,UYU,2027-09-22T16:35:00Z
DOC0000000996,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000363,MAT00095,57269.92,38223.78,UYU,2027-09-23T16:36:00Z
DOC0000000997,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000132,MAT00032,66045.23,49578.65,ARS,2027-09-24T16:37:00Z
DOC0000000998,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000412,MAT00114,37310.01,22585.80,ARS,2027-09-25T16:38:00Z
DOC0000000999,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000118,MAT00028,72588.32,60148.02,ARS,2027-09-26T16:39:00Z
DOC0000001000,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000405,MAT00117,7146.17,4405.99,ARS,2027-09-27T16:40:00Z
